"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","E1","dsiE1_E3"
748,25,17,"mor",4,4,4,4,11,11,"jojutla",748,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
749,25,17,"mor",4,4,4,4,11,11,"jojutla",749,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
750,25,17,"mor",4,4,4,4,11,11,"jojutla",750,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
751,25,17,"mor",4,4,4,4,11,11,"jojutla",751,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
752,25,17,"mor",4,4,4,4,11,11,"jojutla",752,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
753,25,17,"mor",4,4,4,4,11,11,"jojutla",753,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
754,25,17,"mor",4,4,4,4,11,11,"jojutla",754,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
755,25,17,"mor",4,4,4,4,11,11,"jojutla",755,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
756,25,17,"mor",4,4,4,4,11,11,"jojutla",756,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
757,25,17,"mor",4,4,4,4,11,11,"jojutla",757,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
758,25,17,"mor",4,4,4,4,11,11,"jojutla",758,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
759,25,17,"mor",4,4,4,4,11,11,"jojutla",759,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,2,0.434
760,26,17,"mor",3,2,3,5,3,13,"tepoztlán",760,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
761,26,17,"mor",3,2,3,5,3,13,"tepoztlán",761,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
762,26,17,"mor",3,2,3,5,3,13,"tepoztlán",762,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
763,26,17,"mor",3,2,3,5,3,13,"tepoztlán",763,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
764,26,17,"mor",3,2,3,5,3,13,"tepoztlán",764,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
765,26,17,"mor",3,2,3,5,3,13,"tepoztlán",765,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
766,26,17,"mor",3,2,3,5,3,13,"tepoztlán",766,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
767,26,17,"mor",3,2,3,5,3,13,"tepoztlán",767,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
768,26,17,"mor",3,2,3,5,3,13,"tepoztlán",768,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,9,0.844
769,27,17,"mor",3,2,3,5,3,13,"tepoztlán",769,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
770,27,17,"mor",3,2,3,5,3,13,"tepoztlán",770,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
771,27,17,"mor",3,2,3,5,3,13,"tepoztlán",771,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
772,27,17,"mor",3,2,3,5,3,13,"tepoztlán",772,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
773,27,17,"mor",3,2,3,5,3,13,"tepoztlán",773,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
774,27,17,"mor",3,2,3,5,3,13,"tepoztlán",774,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
775,27,17,"mor",3,2,3,5,3,13,"tepoztlán",775,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,9,0.844
776,28,17,"mor",4,4,4,2,8,8,"xochitepec",776,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
777,28,17,"mor",4,4,4,2,8,8,"xochitepec",777,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
778,28,17,"mor",4,4,4,2,8,8,"xochitepec",778,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
779,28,17,"mor",4,4,4,2,8,8,"xochitepec",779,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
780,28,17,"mor",4,4,4,2,8,8,"xochitepec",780,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
781,28,17,"mor",4,4,4,2,8,8,"xochitepec",781,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
782,28,17,"mor",4,4,4,2,8,8,"xochitepec",782,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
783,28,17,"mor",4,4,4,2,8,8,"xochitepec",783,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
784,28,17,"mor",4,4,4,2,8,8,"xochitepec",784,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
785,28,17,"mor",4,4,4,2,8,8,"xochitepec",785,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
786,28,17,"mor",4,4,4,2,8,8,"xochitepec",786,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
787,28,17,"mor",4,4,4,2,8,8,"xochitepec",787,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
788,28,17,"mor",4,4,4,2,8,8,"xochitepec",788,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
789,28,17,"mor",4,4,4,2,8,8,"xochitepec",789,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
790,28,17,"mor",4,4,4,2,8,8,"xochitepec",790,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
791,28,17,"mor",4,4,4,2,8,8,"xochitepec",791,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
792,28,17,"mor",4,4,4,2,8,8,"xochitepec",792,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
793,28,17,"mor",4,4,4,2,8,8,"xochitepec",793,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
794,28,17,"mor",4,4,4,2,8,8,"xochitepec",794,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
795,28,17,"mor",4,4,4,2,8,8,"xochitepec",795,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
796,28,17,"mor",4,4,4,2,8,8,"xochitepec",796,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
797,28,17,"mor",4,4,4,2,8,8,"xochitepec",797,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
798,28,17,"mor",4,4,4,2,8,8,"xochitepec",798,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,5,1
799,29,17,"mor",3,2,5,5,12,12,"yautepec",799,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
800,29,17,"mor",3,2,5,5,12,12,"yautepec",800,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
801,29,17,"mor",3,2,5,5,12,12,"yautepec",801,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
802,29,17,"mor",3,2,5,5,12,12,"yautepec",802,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
803,29,17,"mor",3,2,5,5,12,12,"yautepec",803,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
804,29,17,"mor",3,2,5,5,12,12,"yautepec",804,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
805,29,17,"mor",3,2,5,5,12,12,"yautepec",805,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
806,29,17,"mor",3,2,5,5,12,12,"yautepec",806,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
807,29,17,"mor",3,2,5,5,12,12,"yautepec",807,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
808,29,17,"mor",3,2,5,5,12,12,"yautepec",808,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
809,29,17,"mor",3,2,5,5,12,12,"yautepec",809,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
810,29,17,"mor",3,2,5,5,12,12,"yautepec",810,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
811,29,17,"mor",3,2,5,5,12,12,"yautepec",811,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
812,29,17,"mor",3,2,5,5,12,12,"yautepec",812,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
813,29,17,"mor",3,2,5,5,12,12,"yautepec",813,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
814,29,17,"mor",3,2,5,5,12,12,"yautepec",814,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
815,29,17,"mor",3,2,5,5,12,12,"yautepec",815,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
816,29,17,"mor",3,2,5,5,12,12,"yautepec",816,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
817,29,17,"mor",3,2,5,5,12,12,"yautepec",817,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
818,29,17,"mor",3,2,5,5,12,12,"yautepec",818,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
819,29,17,"mor",3,2,5,5,12,12,"yautepec",819,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
820,29,17,"mor",3,2,5,5,12,12,"yautepec",820,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
821,29,17,"mor",3,2,5,5,12,12,"yautepec",821,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
822,29,17,"mor",3,2,5,5,12,12,"yautepec",822,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
823,29,17,"mor",3,2,5,5,12,12,"yautepec",823,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
824,29,17,"mor",3,2,5,5,12,12,"yautepec",824,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
825,29,17,"mor",3,2,5,5,12,12,"yautepec",825,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
826,29,17,"mor",3,2,5,5,12,12,"yautepec",826,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
827,29,17,"mor",3,2,5,5,12,12,"yautepec",827,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
828,29,17,"mor",3,2,5,5,12,13,"yautepec",828,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
829,29,17,"mor",3,2,5,5,12,13,"yautepec",829,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
830,29,17,"mor",3,2,5,5,12,13,"yautepec",830,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
831,29,17,"mor",3,2,5,5,12,13,"yautepec",831,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
832,29,17,"mor",3,2,5,5,12,13,"yautepec",832,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
833,29,17,"mor",3,2,5,5,12,13,"yautepec",833,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
834,29,17,"mor",3,2,5,5,12,13,"yautepec",834,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
835,29,17,"mor",3,2,5,5,12,13,"yautepec",835,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
836,29,17,"mor",3,2,5,5,12,13,"yautepec",836,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
837,29,17,"mor",3,2,5,5,12,13,"yautepec",837,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
838,29,17,"mor",3,2,5,5,12,13,"yautepec",838,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
839,29,17,"mor",3,2,5,5,12,13,"yautepec",839,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
840,29,17,"mor",3,2,5,5,12,13,"yautepec",840,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
841,29,17,"mor",3,2,5,5,12,13,"yautepec",841,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
842,29,17,"mor",3,2,5,5,12,13,"yautepec",842,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
843,29,17,"mor",3,2,5,5,12,13,"yautepec",843,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
844,29,17,"mor",3,2,5,5,12,13,"yautepec",844,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
845,29,17,"mor",3,2,5,5,12,13,"yautepec",845,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
846,29,17,"mor",3,2,5,5,12,13,"yautepec",846,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
847,29,17,"mor",3,2,5,5,12,13,"yautepec",847,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,7,1
848,29,17,"mor",3,2,5,5,12,12,"yautepec",848,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
849,29,17,"mor",3,2,5,5,12,12,"yautepec",849,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,7,1
850,30,17,"mor",3,3,3,5,4,17,"yecapixtla",850,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
851,30,17,"mor",3,3,3,5,4,17,"yecapixtla",851,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
852,30,17,"mor",3,3,3,5,4,17,"yecapixtla",852,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
853,30,17,"mor",3,3,3,5,4,17,"yecapixtla",853,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
854,30,17,"mor",3,3,3,5,4,17,"yecapixtla",854,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
855,30,17,"mor",3,3,3,5,4,17,"yecapixtla",855,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
856,30,17,"mor",3,3,3,5,4,17,"yecapixtla",856,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
857,30,17,"mor",3,3,3,5,4,17,"yecapixtla",857,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
858,30,17,"mor",3,3,3,5,4,17,"yecapixtla",858,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
859,30,17,"mor",3,3,3,5,4,17,"yecapixtla",859,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
860,30,17,"mor",3,3,3,5,4,17,"yecapixtla",860,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
861,30,17,"mor",3,3,3,5,4,17,"yecapixtla",861,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
862,30,17,"mor",3,3,3,5,4,17,"yecapixtla",862,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
863,30,17,"mor",3,3,3,5,4,17,"yecapixtla",863,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
864,30,17,"mor",3,3,3,5,4,17,"yecapixtla",864,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
865,30,17,"mor",3,3,3,5,4,17,"yecapixtla",865,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
866,30,17,"mor",3,3,3,5,4,17,"yecapixtla",866,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
867,30,17,"mor",3,3,3,5,4,17,"yecapixtla",867,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
868,30,17,"mor",3,3,3,5,4,17,"yecapixtla",868,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
869,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",869,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
870,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",870,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
871,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",871,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
872,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",872,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
873,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",873,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
874,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",874,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
875,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",875,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
876,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",876,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
877,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",877,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
878,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",878,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
879,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",879,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
880,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",880,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
881,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",881,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
882,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",882,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
883,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",883,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
884,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",884,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
885,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",885,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
886,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",886,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
887,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",887,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
888,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",888,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
889,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",889,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
890,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",890,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
891,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",891,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
892,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",892,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
893,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",893,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
894,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",894,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,1,0.434
895,32,17,"mor",2,3,5,5,4,17,"yecapixtla",895,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
896,32,17,"mor",2,3,5,5,4,17,"yecapixtla",896,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
897,32,17,"mor",2,3,5,5,4,17,"yecapixtla",897,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
898,32,17,"mor",2,3,5,5,4,17,"yecapixtla",898,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
899,32,17,"mor",2,3,5,5,4,17,"yecapixtla",899,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
900,32,17,"mor",2,3,5,5,4,17,"yecapixtla",900,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,11,0.647
901,33,17,"mor",2,3,5,5,4,18,"yecapixtla",901,17,33,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,4,0.838
902,33,17,"mor",2,3,5,5,4,18,"yecapixtla",902,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,11,0.647
903,33,17,"mor",2,3,5,5,4,18,"yecapixtla",903,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,11,0.647
904,33,17,"mor",2,3,5,5,4,18,"yecapixtla",904,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,11,0.647
905,33,17,"mor",2,3,5,5,4,18,"yecapixtla",905,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,11,0.647
906,33,17,"mor",2,3,5,5,4,18,"yecapixtla",906,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,11,0.647
907,7,17,"mor",0,2,1,1,2,4,"cuernavaca",907,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,10,0.876
