"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","panal_clv1","pan_clv1","prd_clv1","pt_clv1","pvem_clv1","pan_clv2","esc1_mcCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_pvemCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
238,235,47,31,13,9,1,235,31,47,9,3,9,2,4,3,1,9,8,9,0,0,0,0,0,0,13,0.899
239,236,48,31,13,9,1,236,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
240,237,48,31,13,9,1,237,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
241,238,48,31,13,9,1,238,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
242,239,48,31,13,9,1,239,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
243,240,48,31,13,9,1,240,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
244,241,48,31,13,9,1,241,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
245,242,48,31,13,9,1,242,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
246,243,48,31,13,9,1,243,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
247,244,48,31,13,9,1,244,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
248,245,48,31,13,9,1,245,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
249,246,48,31,13,9,1,246,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
250,247,48,31,13,9,1,247,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
251,248,48,31,13,9,1,248,31,48,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.899
252,249,49,31,14,7,1,249,31,49,9,3,7,2,4,3,4,9,3,7,0,0,0,0,0,0,15,0.315
253,250,49,31,14,7,1,250,31,49,9,3,7,2,4,3,4,9,3,7,0,0,0,0,0,0,15,0.315
254,251,50,31,4,15,5,251,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
255,252,50,31,4,15,5,252,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
256,253,50,31,4,15,5,253,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
257,254,50,31,4,15,5,254,31,50,13,15,15,14,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
258,255,50,31,4,15,5,255,31,50,13,15,15,14,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
259,256,50,31,4,15,5,256,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
260,257,50,31,4,15,5,257,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
261,258,50,31,5,14,5,258,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
262,259,50,31,5,14,5,259,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
263,260,50,31,5,14,5,260,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
264,261,50,31,5,14,5,261,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
265,262,50,31,5,14,5,262,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
266,263,50,31,5,14,5,263,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
267,264,50,31,4,15,5,264,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
268,265,50,31,4,15,5,265,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
270,266,50,31,4,15,5,266,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
271,267,50,31,4,15,5,267,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
272,268,50,31,4,15,5,268,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.928
273,269,50,31,4,15,5,269,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
274,270,50,31,4,15,5,270,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
275,271,50,31,5,14,5,271,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
276,272,50,31,5,14,5,272,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
277,273,50,31,5,14,5,273,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
278,274,50,31,5,14,5,274,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
279,275,50,31,5,14,5,275,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
280,276,50,31,5,14,5,276,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
281,277,50,31,5,14,5,277,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
282,278,50,31,5,14,5,278,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
283,279,50,31,5,14,5,279,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
284,280,50,31,4,15,5,280,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
285,281,50,31,4,15,5,281,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
286,282,50,31,4,15,5,282,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
287,283,50,31,4,15,5,283,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
288,284,50,31,4,15,5,284,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
289,285,50,31,4,15,5,285,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
290,286,50,31,4,15,5,286,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
291,287,50,31,4,15,5,287,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
292,288,50,31,4,15,5,288,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
293,289,50,31,4,15,5,289,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
294,290,50,31,4,15,5,290,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
295,291,50,31,4,15,5,291,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.928
296,292,50,31,4,15,5,292,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
297,293,50,31,5,14,5,293,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
298,294,50,31,5,14,5,294,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
299,295,50,31,5,14,5,295,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
300,296,50,31,5,14,5,296,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
301,297,50,31,5,14,5,297,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
302,298,50,31,5,14,5,298,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
303,299,50,31,5,14,5,299,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
304,300,50,31,5,14,5,300,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
305,301,50,31,5,14,5,301,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
306,302,50,31,5,14,5,302,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
307,303,50,31,4,15,5,303,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
308,304,50,31,3,13,4,304,31,50,14,13,13,15,13,13,15,14,12,13,0,0,0,0,0,1,3,0.376
309,305,50,31,3,13,4,305,31,50,13,13,13,15,13,13,15,13,12,13,0,1,1,0,0,1,3,0.376
310,306,50,31,3,13,4,306,31,50,13,13,13,15,13,13,15,13,12,13,0,1,1,0,0,1,3,0.376
311,307,50,31,3,10,4,307,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
312,308,50,31,3,10,4,308,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
313,309,50,31,3,10,4,309,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
314,310,50,31,2,10,5,310,31,50,12,10,10,15,15,10,13,12,11,10,0,0,0,0,0,1,2,0.405
315,311,50,31,2,10,5,311,31,50,12,10,10,15,15,10,13,12,11,10,0,0,0,0,0,1,2,0.405
316,312,50,31,2,10,5,312,31,50,12,10,10,15,15,10,13,12,11,10,0,0,0,0,0,1,2,0.405
317,313,50,31,2,15,5,313,31,50,11,15,15,14,11,15,13,11,9,15,0,1,0,0,0,1,4,0.928
318,314,50,31,5,14,5,314,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
319,315,50,31,5,14,5,315,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
320,316,50,31,5,14,5,316,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
321,317,50,31,5,14,5,317,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
322,318,50,31,5,14,5,318,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
323,319,50,31,5,14,5,319,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
324,320,50,31,5,14,5,320,31,50,11,14,14,10,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
325,321,50,31,5,14,5,321,31,50,11,14,14,10,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
326,322,50,31,5,14,5,322,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
327,323,50,31,5,14,5,323,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
328,324,50,31,5,14,5,324,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
329,325,50,31,5,14,5,325,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
330,326,50,31,5,14,5,326,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
331,327,50,31,5,14,5,327,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
332,328,50,31,5,14,5,328,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
333,329,50,31,5,14,5,329,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
334,330,50,31,2,15,5,330,31,50,11,15,15,14,11,15,13,11,11,15,0,1,0,0,1,1,4,0.928
335,331,50,31,2,10,5,331,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
336,332,50,31,2,10,5,332,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
337,333,50,31,2,10,5,333,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
338,334,50,31,2,10,5,334,31,50,12,10,10,13,15,10,13,12,11,10,0,0,0,0,0,1,2,0.405
339,335,50,31,2,10,4,335,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
340,336,50,31,3,10,4,336,31,50,12,10,10,15,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
341,337,50,31,3,10,4,337,31,50,12,10,10,15,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
342,338,50,31,3,10,4,338,31,50,12,10,10,15,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
343,339,50,31,3,13,4,339,31,50,13,13,13,15,13,13,15,13,12,13,0,1,1,0,0,1,3,0.376
344,340,50,31,3,13,4,340,31,50,13,13,13,15,13,13,15,13,12,13,0,1,1,0,0,1,3,0.376
345,341,50,31,3,13,4,341,31,50,13,13,13,15,13,13,15,13,12,13,0,1,1,0,0,1,3,0.376
346,342,50,31,3,10,4,342,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
347,343,50,31,3,10,4,343,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
348,344,50,31,3,10,4,344,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
349,345,50,31,3,10,4,345,31,50,12,10,10,15,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
350,346,50,31,2,10,4,346,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
351,347,50,31,2,10,4,347,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
352,348,50,31,2,10,4,348,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
353,349,50,31,2,10,5,349,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
354,350,50,31,2,10,5,350,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
355,351,50,31,5,14,5,351,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
356,352,50,31,5,14,5,352,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
357,353,50,31,5,14,5,353,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
358,354,50,31,5,14,5,354,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
359,355,50,31,5,14,5,355,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
360,356,50,31,5,14,5,356,31,50,11,14,14,14,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
361,357,50,31,5,14,5,357,31,50,11,14,14,10,12,14,14,11,9,14,0,0,0,0,0,1,5,0.681
362,358,50,31,1,14,5,358,31,50,11,14,14,14,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
363,359,50,31,5,14,5,359,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
364,360,50,31,2,10,5,360,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
365,361,50,31,2,10,4,361,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
366,362,50,31,2,10,4,362,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
367,363,50,31,2,10,4,363,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
368,364,50,31,3,10,4,364,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
369,365,50,31,3,10,4,365,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
370,366,50,31,3,10,4,366,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
371,367,50,31,3,10,4,367,31,50,12,10,10,15,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
372,368,50,31,3,10,4,368,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
373,369,50,31,3,10,4,369,31,50,12,10,10,15,15,10,15,12,12,10,0,0,0,0,1,1,2,0.405
374,370,50,31,3,13,4,370,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
375,371,50,31,3,13,4,371,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
376,372,50,31,3,10,4,372,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
377,373,50,31,3,10,4,373,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
378,374,50,31,3,10,4,374,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
379,375,50,31,3,10,4,375,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
380,376,50,31,3,10,4,376,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
381,377,50,31,3,13,4,377,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
382,378,50,31,3,13,4,378,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
383,379,50,31,3,10,4,379,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
384,380,50,31,3,10,4,380,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
385,381,50,31,3,10,4,381,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
386,382,50,31,3,10,4,382,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
387,383,50,31,3,10,4,383,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
388,384,50,31,3,10,4,384,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
389,385,50,31,3,10,4,385,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
390,386,50,31,3,10,4,386,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
391,387,50,31,2,10,4,387,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
392,388,50,31,2,10,4,388,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
393,389,50,31,2,10,4,389,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
394,390,50,31,2,10,4,390,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
395,391,50,31,2,10,5,391,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
396,392,50,31,2,10,5,392,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
397,393,50,31,1,14,5,393,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
398,394,50,31,1,14,5,394,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
399,395,50,31,1,14,5,395,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
400,396,50,31,1,14,5,396,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
401,397,50,31,1,14,5,397,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
402,398,50,31,1,14,5,398,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
403,399,50,31,1,14,5,399,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
404,400,50,31,1,14,5,400,31,50,11,14,14,10,12,14,12,11,13,14,0,0,0,0,0,1,5,0.681
405,401,50,31,1,14,5,401,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
406,402,50,31,1,14,5,402,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.681
407,403,50,31,1,14,5,403,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
408,404,50,31,1,14,5,404,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.681
409,405,50,31,1,10,5,405,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.405
410,406,50,31,3,10,4,406,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
411,407,50,31,3,10,4,407,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
412,408,50,31,3,10,4,408,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
413,409,50,31,3,10,4,409,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
414,410,50,31,3,10,4,410,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
415,411,50,31,3,10,4,411,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.405
416,412,50,31,3,10,4,412,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.405
417,413,50,31,3,10,4,413,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.405
418,414,50,31,3,10,4,414,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.405
419,415,50,31,3,10,4,415,31,50,12,10,10,12,15,10,15,12,11,10,1,0,0,0,0,1,2,0.405
420,416,50,31,3,10,4,416,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
421,417,50,31,3,10,4,417,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
422,418,50,31,2,10,4,418,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
423,419,50,31,2,10,4,419,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
424,420,50,31,2,10,4,420,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
425,421,50,31,2,10,4,421,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
426,422,50,31,2,10,4,422,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
427,423,50,31,2,10,5,423,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
428,424,50,31,1,10,5,424,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.405
429,425,50,31,1,10,5,425,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.405
430,426,50,31,1,10,5,426,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.405
431,427,50,31,1,10,5,427,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.405
432,428,50,31,1,10,5,428,31,50,15,10,10,13,12,10,10,15,11,10,0,0,0,0,0,1,2,0.405
433,429,50,31,1,12,5,429,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.363
434,430,50,31,1,12,5,430,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.363
435,431,50,31,1,12,5,431,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.363
436,432,50,31,1,12,5,432,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
437,433,50,31,1,12,5,433,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
438,434,50,31,1,12,5,434,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
439,435,50,31,1,14,5,435,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
440,436,50,31,1,14,5,436,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
441,437,50,31,1,14,5,437,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
442,438,50,31,1,14,5,438,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
443,439,50,31,1,14,5,439,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
444,440,50,31,1,14,5,440,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
445,441,50,31,1,14,5,441,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
446,442,50,31,1,14,5,442,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.681
447,443,50,31,1,12,5,443,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
448,444,50,31,1,12,5,444,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
449,445,50,31,1,12,5,445,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
450,446,50,31,1,12,5,446,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
451,447,50,31,1,12,5,447,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
452,448,50,31,1,12,5,448,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
453,449,50,31,1,12,5,449,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
454,450,50,31,1,12,5,450,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.363
455,451,50,31,1,12,5,451,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.363
456,452,50,31,1,12,5,452,31,50,15,12,12,13,14,12,10,15,11,12,0,0,0,0,0,1,1,0.363
457,453,50,31,1,10,5,453,31,50,15,10,10,13,12,10,10,15,11,10,0,0,0,0,0,1,2,0.405
458,454,50,31,1,10,5,454,31,50,12,10,10,13,12,10,10,12,11,10,0,1,0,0,0,1,2,0.405
459,455,50,31,2,10,4,455,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
460,456,50,31,2,10,4,456,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
461,457,50,31,2,10,4,457,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
462,458,50,31,2,10,4,458,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
463,459,50,31,2,10,4,459,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
464,460,50,31,2,10,4,460,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
465,461,50,31,7,10,4,461,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.405
466,462,50,31,7,10,4,462,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
467,463,50,31,7,10,4,463,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.405
468,464,50,31,7,10,4,464,31,50,12,10,10,12,15,10,15,12,11,10,1,0,0,0,0,1,2,0.405
469,465,50,31,3,13,4,465,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
470,466,50,31,3,13,4,466,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
471,467,50,31,3,13,4,467,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
472,468,50,31,3,13,4,468,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
473,469,50,31,3,13,4,469,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
475,470,50,31,3,13,4,470,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.376
476,471,50,31,7,13,4,471,31,50,14,13,13,12,13,13,11,14,14,13,0,0,0,0,1,1,3,0.376
477,472,50,31,7,13,4,472,31,50,14,13,13,12,13,13,11,14,14,13,0,0,0,0,1,1,3,0.376
