"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
354,7,17,"mor",1,1,1,1,2,4,"cuernavaca",354,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
355,7,17,"mor",1,1,1,1,2,4,"cuernavaca",355,17,7,10,10,9,9,3,1,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
356,7,17,"mor",1,1,1,1,2,4,"cuernavaca",356,17,7,10,10,9,9,3,1,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
357,7,17,"mor",1,1,1,1,2,4,"cuernavaca",357,17,7,9,9,9,9,3,1,9,10,9,9,1,0,0,0,1,1,4,0.171,0.409
358,7,17,"mor",1,1,1,1,2,4,"cuernavaca",358,17,7,9,9,9,9,3,1,9,10,9,9,1,0,0,0,1,1,4,0.171,0.409
359,7,17,"mor",1,1,1,1,3,4,"tepoztlán",359,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
360,7,17,"mor",1,1,1,1,3,4,"tepoztlán",360,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
361,7,17,"mor",1,1,1,1,2,4,"cuernavaca",361,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
362,7,17,"mor",1,1,1,1,2,4,"cuernavaca",362,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
363,7,17,"mor",1,1,1,1,2,4,"cuernavaca",363,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
364,7,17,"mor",1,1,1,1,2,4,"cuernavaca",364,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
365,7,17,"mor",1,1,1,1,2,4,"cuernavaca",365,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
366,7,17,"mor",1,1,1,1,2,4,"cuernavaca",366,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
367,7,17,"mor",1,1,1,1,2,4,"cuernavaca",367,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
368,7,17,"mor",1,1,1,1,2,4,"cuernavaca",368,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
369,7,17,"mor",1,1,1,1,2,4,"cuernavaca",369,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
370,7,17,"mor",1,1,1,1,2,4,"cuernavaca",370,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
371,7,17,"mor",1,1,1,1,2,4,"cuernavaca",371,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
372,7,17,"mor",1,1,1,1,2,4,"cuernavaca",372,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
373,7,17,"mor",1,1,1,1,2,4,"cuernavaca",373,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
374,7,17,"mor",1,1,1,1,2,4,"cuernavaca",374,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
375,7,17,"mor",1,1,1,1,2,4,"cuernavaca",375,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
376,7,17,"mor",1,1,1,1,2,4,"cuernavaca",376,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
377,7,17,"mor",1,1,1,1,2,4,"cuernavaca",377,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
378,7,17,"mor",1,1,1,1,2,4,"cuernavaca",378,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
379,7,17,"mor",1,1,1,1,2,4,"cuernavaca",379,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
380,7,17,"mor",1,1,1,1,2,4,"cuernavaca",380,17,7,10,10,9,9,4,1,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
381,7,17,"mor",1,1,1,1,2,4,"cuernavaca",381,17,7,10,10,9,9,4,3,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
382,7,17,"mor",1,1,1,1,2,4,"cuernavaca",382,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
383,7,17,"mor",1,1,1,1,2,4,"cuernavaca",383,17,7,10,10,9,9,4,3,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
384,7,17,"mor",1,1,1,1,2,4,"cuernavaca",384,17,7,10,10,9,9,4,1,9,10,9,9,0,0,0,1,0,0,4,0.342,0.409
385,7,17,"mor",1,1,1,1,2,4,"cuernavaca",385,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,4,0.342,0.409
386,7,17,"mor",1,1,1,1,2,4,"cuernavaca",386,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,4,0.342,0.409
387,7,17,"mor",1,1,2,2,5,4,"temixco",387,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
388,7,17,"mor",1,1,2,2,5,4,"temixco",388,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
389,7,17,"mor",1,1,1,1,2,1,"cuernavaca",389,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
390,7,17,"mor",1,1,1,1,1,1,"cuernavaca",390,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
391,8,17,"mor",3,2,2,2,8,5,"xochitepec",391,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
392,8,17,"mor",3,2,2,2,8,5,"xochitepec",392,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
393,8,17,"mor",3,2,2,2,8,5,"xochitepec",393,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
394,8,17,"mor",3,2,2,2,8,5,"xochitepec",394,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
395,8,17,"mor",3,2,2,2,8,5,"xochitepec",395,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
396,8,17,"mor",3,2,2,2,8,5,"xochitepec",396,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
397,8,17,"mor",3,2,2,2,8,5,"xochitepec",397,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
398,8,17,"mor",3,2,2,2,8,5,"xochitepec",398,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
399,8,17,"mor",3,2,2,2,8,5,"xochitepec",399,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
400,8,17,"mor",3,2,2,2,8,5,"xochitepec",400,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
401,8,17,"mor",3,2,2,2,8,5,"xochitepec",401,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
402,8,17,"mor",3,2,2,2,8,5,"xochitepec",402,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
403,8,17,"mor",3,2,2,2,8,5,"xochitepec",403,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
404,8,17,"mor",3,2,2,2,8,5,"xochitepec",404,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
405,8,17,"mor",3,2,2,2,8,5,"xochitepec",405,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
406,8,17,"mor",3,2,2,2,8,5,"xochitepec",406,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
407,8,17,"mor",3,2,2,2,8,5,"xochitepec",407,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
408,8,17,"mor",3,2,2,2,8,5,"xochitepec",408,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
409,8,17,"mor",3,2,2,2,8,5,"xochitepec",409,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
410,8,17,"mor",3,2,2,2,8,5,"xochitepec",410,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
411,8,17,"mor",3,2,2,2,8,5,"xochitepec",411,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,8,0.28,0.28
412,9,17,"mor",3,1,3,5,3,1,"tepoztlán",412,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
413,9,17,"mor",3,1,3,5,3,1,"tepoztlán",413,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
414,9,17,"mor",3,1,3,5,3,1,"tepoztlán",414,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
415,9,17,"mor",3,1,3,5,3,1,"tepoztlán",415,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
416,9,17,"mor",3,1,3,5,3,1,"tepoztlán",416,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
417,9,17,"mor",3,1,3,5,3,1,"tepoztlán",417,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
418,9,17,"mor",3,1,3,5,3,1,"tepoztlán",418,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
419,9,17,"mor",3,1,3,5,3,1,"tepoztlán",419,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
420,9,17,"mor",3,1,3,5,3,1,"tepoztlán",420,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
421,9,17,"mor",3,1,3,5,3,1,"tepoztlán",421,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
422,9,17,"mor",3,1,3,5,3,1,"tepoztlán",422,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,13,0.171,0.174
423,10,17,"mor",2,3,5,5,10,18,"ayala",423,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
424,10,17,"mor",2,3,5,5,10,18,"ayala",424,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
425,10,17,"mor",2,3,5,5,10,18,"ayala",425,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
426,10,17,"mor",2,3,5,5,10,18,"ayala",426,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
427,10,17,"mor",2,3,5,5,10,18,"ayala",427,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
428,10,17,"mor",2,3,5,5,10,18,"ayala",428,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
429,10,17,"mor",2,3,5,5,10,18,"ayala",429,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
430,10,17,"mor",2,3,5,5,10,18,"ayala",430,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,16,0.487,0.477
431,11,17,"mor",3,2,2,2,6,6,"jiutepec",431,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
432,11,17,"mor",3,2,2,2,6,6,"jiutepec",432,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
433,11,17,"mor",3,2,2,2,6,6,"jiutepec",433,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
434,11,17,"mor",3,2,2,2,6,6,"jiutepec",434,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
435,11,17,"mor",3,2,2,2,6,6,"jiutepec",435,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
436,11,17,"mor",3,2,2,2,6,6,"jiutepec",436,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
437,11,17,"mor",3,2,2,2,6,6,"jiutepec",437,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
438,11,17,"mor",3,2,2,2,6,6,"jiutepec",438,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
439,11,17,"mor",3,2,2,2,6,6,"jiutepec",439,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
440,11,17,"mor",3,2,2,2,6,6,"jiutepec",440,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
441,11,17,"mor",3,2,2,2,6,6,"jiutepec",441,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
442,11,17,"mor",3,2,2,2,6,6,"jiutepec",442,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
443,11,17,"mor",3,2,2,2,6,6,"jiutepec",443,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
444,11,17,"mor",3,2,2,2,6,6,"jiutepec",444,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
445,11,17,"mor",3,2,2,2,6,6,"jiutepec",445,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
446,11,17,"mor",3,2,2,2,6,6,"jiutepec",446,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
447,11,17,"mor",3,2,2,2,6,6,"jiutepec",447,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,0.483,0.483
448,11,17,"mor",3,2,2,2,6,7,"jiutepec",448,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
449,11,17,"mor",3,2,2,2,6,7,"jiutepec",449,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
450,11,17,"mor",3,2,2,2,6,7,"jiutepec",450,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
451,11,17,"mor",3,2,2,2,6,6,"jiutepec",451,17,11,6,6,6,6,3,4,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
452,11,17,"mor",3,2,2,2,6,6,"jiutepec",452,17,11,6,6,6,6,3,4,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
453,11,17,"mor",3,2,2,2,6,6,"jiutepec",453,17,11,6,6,6,6,3,4,8,11,6,6,0,0,0,0,1,1,6,0.483,0.483
454,11,17,"mor",3,2,2,2,6,6,"jiutepec",454,17,11,6,6,6,6,3,1,8,11,6,6,0,0,0,0,1,1,6,0.483,0.483
455,11,17,"mor",3,2,2,2,12,6,"yautepec",455,17,11,7,7,7,7,3,4,8,11,7,7,0,0,0,0,1,1,12,0.369,0.369
456,11,17,"mor",3,2,2,2,12,6,"yautepec",456,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
457,11,17,"mor",3,2,2,2,6,6,"jiutepec",457,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
458,11,17,"mor",3,2,2,2,6,6,"jiutepec",458,17,11,6,6,6,6,3,1,8,11,6,6,0,0,0,0,1,1,6,0.483,0.483
459,11,17,"mor",3,2,2,2,6,6,"jiutepec",459,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
460,11,17,"mor",3,2,2,2,6,6,"jiutepec",460,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
461,11,17,"mor",3,2,2,2,6,6,"jiutepec",461,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,0.483,0.483
462,11,17,"mor",3,2,2,2,6,6,"jiutepec",462,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
463,11,17,"mor",3,2,2,2,6,6,"jiutepec",463,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
464,11,17,"mor",3,2,2,2,6,6,"jiutepec",464,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
465,11,17,"mor",3,2,2,2,12,6,"yautepec",465,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
466,11,17,"mor",3,2,2,2,6,7,"jiutepec",466,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
467,11,17,"mor",3,2,2,2,6,7,"jiutepec",467,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
468,11,17,"mor",3,2,2,2,6,7,"jiutepec",468,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
469,11,17,"mor",3,2,2,2,6,7,"jiutepec",469,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
470,11,17,"mor",3,2,2,2,6,7,"jiutepec",470,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
471,11,17,"mor",3,2,2,2,6,7,"jiutepec",471,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
472,11,17,"mor",3,2,2,2,6,7,"jiutepec",472,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
473,11,17,"mor",3,2,2,2,6,7,"jiutepec",473,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,0.483,0.483
474,11,17,"mor",3,2,2,2,6,7,"jiutepec",474,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
475,11,17,"mor",3,2,2,2,6,7,"jiutepec",475,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
476,11,17,"mor",3,2,2,2,12,7,"yautepec",476,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
477,11,17,"mor",3,2,2,2,6,7,"jiutepec",477,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
478,11,17,"mor",3,2,2,2,6,7,"jiutepec",478,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
479,11,17,"mor",3,2,2,2,6,7,"jiutepec",479,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
480,11,17,"mor",3,2,2,2,6,7,"jiutepec",480,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
481,11,17,"mor",3,2,2,2,6,7,"jiutepec",481,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,0.483,0.483
482,11,17,"mor",3,2,2,2,6,7,"jiutepec",482,17,11,6,6,6,6,3,1,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
483,11,17,"mor",3,2,2,2,6,7,"jiutepec",483,17,11,6,6,6,6,3,1,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
484,11,17,"mor",3,2,2,2,6,7,"jiutepec",484,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
485,11,17,"mor",3,2,2,2,6,7,"jiutepec",485,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
486,11,17,"mor",3,2,2,2,6,7,"jiutepec",486,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
487,11,17,"mor",3,2,2,2,12,6,"yautepec",487,17,11,7,7,7,7,3,4,8,11,7,7,0,0,0,0,1,1,12,0.369,0.369
488,11,17,"mor",3,2,2,2,12,7,"yautepec",488,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
489,11,17,"mor",3,2,2,2,12,7,"yautepec",489,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
490,11,17,"mor",3,2,2,2,12,7,"yautepec",490,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
491,11,17,"mor",3,2,2,2,12,7,"yautepec",491,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
492,11,17,"mor",3,2,2,2,12,7,"yautepec",492,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
493,11,17,"mor",3,2,2,2,12,7,"yautepec",493,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
494,11,17,"mor",3,2,2,2,12,7,"yautepec",494,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
495,11,17,"mor",3,2,2,2,12,7,"yautepec",495,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
496,11,17,"mor",3,2,2,2,12,7,"yautepec",496,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,12,0.369,0.369
497,11,17,"mor",3,2,2,2,6,7,"jiutepec",497,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,0.483,0.483
498,11,17,"mor",3,2,2,2,6,7,"jiutepec",498,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,0.483,0.483
499,11,17,"mor",3,2,2,2,6,7,"jiutepec",499,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,0.483,0.483
500,11,17,"mor",3,2,2,2,6,7,"jiutepec",500,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,0.483,0.483
501,12,17,"mor",4,4,4,4,11,11,"jojutla",501,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
502,12,17,"mor",4,4,4,4,11,11,"jojutla",502,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
503,12,17,"mor",4,4,4,4,11,11,"jojutla",503,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
504,12,17,"mor",4,4,4,4,11,11,"jojutla",504,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
505,12,17,"mor",4,4,4,4,11,11,"jojutla",505,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
506,12,17,"mor",4,4,4,4,11,11,"jojutla",506,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
507,12,17,"mor",4,4,4,4,11,11,"jojutla",507,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
508,12,17,"mor",4,4,4,4,11,11,"jojutla",508,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
509,12,17,"mor",4,4,4,4,11,11,"jojutla",509,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
510,12,17,"mor",4,4,4,4,11,11,"jojutla",510,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
511,12,17,"mor",4,4,4,4,11,11,"jojutla",511,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
512,12,17,"mor",4,4,4,4,11,11,"jojutla",512,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
513,12,17,"mor",4,4,4,4,11,11,"jojutla",513,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
514,12,17,"mor",4,4,4,4,11,11,"jojutla",514,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
515,12,17,"mor",4,4,4,4,11,11,"jojutla",515,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
516,12,17,"mor",4,4,4,4,11,11,"jojutla",516,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
517,12,17,"mor",4,4,4,4,11,11,"jojutla",517,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
518,12,17,"mor",4,4,4,4,11,11,"jojutla",518,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
519,12,17,"mor",4,4,4,4,11,11,"jojutla",519,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
520,12,17,"mor",4,4,4,4,11,11,"jojutla",520,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
521,12,17,"mor",4,4,4,4,11,11,"jojutla",521,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
522,12,17,"mor",4,4,4,4,11,11,"jojutla",522,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
523,12,17,"mor",4,4,4,4,11,11,"jojutla",523,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
524,12,17,"mor",4,4,4,4,11,11,"jojutla",524,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
525,12,17,"mor",4,4,4,4,11,11,"jojutla",525,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
526,12,17,"mor",4,4,4,4,11,11,"jojutla",526,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
527,12,17,"mor",4,4,4,4,11,11,"jojutla",527,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
528,12,17,"mor",4,4,4,4,11,11,"jojutla",528,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
529,12,17,"mor",4,4,4,4,11,11,"jojutla",529,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
530,12,17,"mor",4,4,4,4,11,11,"jojutla",530,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
531,12,17,"mor",4,4,4,4,11,11,"jojutla",531,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,11,0.467,0.633
