"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1"
1199,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1199,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1200,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1200,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1201,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1201,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1202,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1202,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1203,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1203,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1204,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1204,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1205,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1205,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1206,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1206,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,17,0.325
1207,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1207,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1208,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1208,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1209,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1209,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1210,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1210,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1211,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1211,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1212,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1212,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1213,117,7,"cps",9,2,2,2,10,8,"Simojovel","munn=82",1213,117,7,"cps",9,2,2,2,10,4,"munn=82",22,22,4,12,4,"22","22","22","22","T","22","22","22",0,0,8,0.537
1214,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1214,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1215,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1215,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1216,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1216,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1217,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1217,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1218,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1218,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1219,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1219,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1220,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1220,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1221,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1221,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537
1222,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1222,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313
1223,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1223,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313
1224,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1224,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313
1225,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1225,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313
1226,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1226,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1227,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1227,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1228,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1228,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1229,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1229,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1230,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1230,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1231,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1231,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1232,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1232,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
1233,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1233,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655
1234,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1234,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655
1235,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1235,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655
1236,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1236,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,22,0.169
1237,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1237,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,22,0.169
1238,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1238,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,22,0.169
1239,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1239,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,22,0.169
1240,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1240,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1241,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1241,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1242,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1242,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1243,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1243,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1244,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1244,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1245,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1245,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1246,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1246,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278
1247,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1247,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1248,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1248,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1249,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1249,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1250,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1250,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1251,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1251,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1252,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1252,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1253,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1253,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1254,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1254,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1255,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1255,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1256,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1256,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1257,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1257,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1258,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1258,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1259,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1259,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1260,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1260,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1261,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1261,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1262,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1262,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1263,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1263,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338
1264,89,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1264,89,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
1265,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1265,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1266,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1266,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1267,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1267,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1268,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1268,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1269,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1269,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1270,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1270,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1271,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1271,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1272,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1272,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1273,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1273,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1274,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1274,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1275,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1275,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1276,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1276,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1277,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1277,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1278,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1278,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1279,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1279,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1280,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1280,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1281,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1281,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1282,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1282,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1283,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1283,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1284,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1284,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1285,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1285,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1286,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1286,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1287,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1287,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1288,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1288,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1289,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1289,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1290,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1290,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1291,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1291,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1292,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1292,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1293,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1293,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1294,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1294,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1295,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1295,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1296,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1296,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1297,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1297,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1298,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1298,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1299,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1299,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1300,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1300,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1301,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1301,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1302,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1302,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1303,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1303,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1304,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1304,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1305,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1305,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1306,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1306,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1307,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1307,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1308,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1308,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1309,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1309,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1310,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1310,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1311,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1311,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1312,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1312,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1313,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1313,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1314,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1314,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1315,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1315,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1316,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1316,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1317,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1317,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1318,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1318,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1319,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1319,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1320,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1320,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1321,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1321,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1322,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1322,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1323,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1323,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1324,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1324,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1325,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1325,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1326,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1326,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1327,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1327,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1328,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1328,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1329,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1329,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1330,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1330,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1331,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1331,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538
1332,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1332,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1333,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1333,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1334,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1334,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1335,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1335,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1336,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1336,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1337,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1337,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1338,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1338,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1339,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1339,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1340,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1340,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
1341,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1341,90,7,"cps",5,12,12,12,18,14,NA,2,2,14,13,14,"2","2","2","2","2","2","2","2",0,0,24,0.338
