"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","morena_clv1","morena_iee1","panal_clv1","pes_clv1","pri_clv1","pt_clv1","pvem_clv1","mc_clv2","panal_clv2","pes_clv2","pri_clv2","pt_clv2","pvem_clv2","esc1_morCLV1","esc1_morIEE1","esc1_panalCLV1","esc1_pesCLV1","esc1_mcCLV1","esc1_priCLV1","esc1_ptCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panalCLV2","esc2_pesCLV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
141,5,6,"col",1,1,1,1,7,4,141,6,5,3,3,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
142,5,6,"col",1,1,1,1,7,7,142,6,5,4,4,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
143,5,6,"col",1,1,1,1,7,7,143,6,5,4,4,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
144,5,6,"col",1,1,1,1,7,7,144,6,5,4,4,15,14,14,6,6,14,13,14,14,14,6,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
145,5,6,"col",1,1,1,1,4,6,145,6,5,4,4,14,16,16,6,6,16,14,16,16,16,6,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
146,5,6,"col",1,1,1,1,5,4,146,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
147,5,6,"col",1,1,1,1,7,7,147,6,5,3,3,15,14,14,8,4,14,13,14,14,14,4,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
148,5,6,"col",1,1,1,1,7,7,148,6,5,3,3,15,14,14,7,10,14,13,14,14,14,10,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
149,5,6,"col",1,1,1,1,4,7,149,6,5,3,3,14,16,16,7,10,16,14,16,16,16,10,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
150,5,6,"col",1,1,1,1,4,7,150,6,5,3,3,14,16,16,6,6,16,14,16,16,16,6,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
151,5,6,"col",1,1,1,1,7,7,151,6,5,3,3,15,14,14,7,10,14,13,14,14,14,10,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
152,5,6,"col",1,1,1,1,5,4,152,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
153,5,6,"col",1,1,1,1,8,7,153,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
154,5,6,"col",1,1,1,1,8,7,154,6,5,5,5,16,13,13,7,10,13,15,13,13,13,10,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
155,5,6,"col",1,1,1,1,7,7,155,6,5,3,3,15,14,14,7,10,14,13,14,14,14,10,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
156,5,6,"col",1,1,1,1,7,7,156,6,5,3,3,15,14,14,7,10,14,13,14,14,14,10,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
157,5,6,"col",1,1,1,1,7,7,157,6,5,3,3,15,14,14,7,10,14,13,14,14,14,10,14,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
158,5,6,"col",1,1,1,1,4,7,158,6,5,3,3,14,16,16,7,10,16,14,16,16,16,10,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
159,5,6,"col",1,1,1,1,4,7,159,6,5,4,4,14,16,16,7,10,16,14,16,16,16,10,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
160,5,6,"col",1,1,1,1,8,8,160,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
161,5,6,"col",1,1,1,1,8,8,161,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
162,5,6,"col",1,1,1,1,8,8,162,6,5,5,5,16,13,13,7,10,13,15,13,13,13,10,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
164,5,6,"col",1,1,1,1,8,8,163,6,5,5,5,16,13,13,7,10,13,15,13,13,13,10,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
165,5,6,"col",1,1,1,1,8,8,164,6,5,5,5,16,13,13,7,10,13,15,13,13,13,10,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
166,5,6,"col",1,1,1,1,4,6,165,6,5,4,4,14,16,16,6,6,16,14,16,16,16,6,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
167,5,6,"col",1,1,1,1,5,4,166,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
168,5,6,"col",1,1,1,1,5,4,167,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
169,5,6,"col",1,1,1,1,4,6,168,6,5,4,4,14,16,16,6,6,16,14,16,16,16,6,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3
170,6,6,"col",2,2,2,2,9,9,169,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
171,6,6,"col",2,2,2,2,9,9,170,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
172,6,6,"col",2,2,2,2,9,9,171,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
173,6,6,"col",2,2,2,2,9,9,172,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
174,6,6,"col",2,2,2,2,9,9,173,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
175,6,6,"col",2,2,2,2,9,9,174,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
176,6,6,"col",2,2,2,2,9,9,175,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
177,6,6,"col",2,2,2,2,9,9,176,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
178,6,6,"col",2,2,2,2,9,9,177,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
179,6,6,"col",2,2,2,2,9,9,178,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
180,6,6,"col",2,2,2,2,9,9,179,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
181,6,6,"col",2,2,2,2,9,9,180,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
182,6,6,"col",2,2,2,2,9,9,181,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
183,6,6,"col",2,2,2,2,9,9,182,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
184,6,6,"col",2,2,2,2,9,9,183,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
185,6,6,"col",2,2,2,2,9,9,184,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
186,6,6,"col",2,2,2,2,9,9,185,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
187,6,6,"col",2,2,2,2,9,9,186,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
188,6,6,"col",2,2,2,2,9,9,187,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
189,6,6,"col",2,2,2,2,9,9,188,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
190,6,6,"col",2,2,2,2,9,9,189,6,6,2,2,1,2,2,9,5,2,5,2,2,2,5,2,5,2,5,1,0,0,1,1,0,1,1,0,0,1,0,1,0,9,0.636
191,7,6,"col",2,2,1,2,16,3,190,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
192,7,6,"col",2,2,1,2,16,3,191,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
193,7,6,"col",2,2,1,2,16,3,192,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
194,7,6,"col",2,2,1,2,16,3,193,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
195,7,6,"col",2,2,1,2,16,3,194,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
196,7,6,"col",2,2,1,2,16,3,195,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
197,7,6,"col",2,2,1,2,16,3,196,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
198,7,6,"col",2,2,1,2,16,3,197,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
199,7,6,"col",2,2,1,2,16,3,198,6,7,12,12,7,11,11,10,1,11,12,11,11,11,1,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
200,8,6,"col",2,2,2,2,13,13,199,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
201,8,6,"col",2,2,2,2,13,13,200,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
202,8,6,"col",2,2,2,2,13,13,201,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
203,8,6,"col",2,2,2,2,13,13,202,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
204,8,6,"col",2,2,2,2,13,13,203,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
205,8,6,"col",2,2,2,2,13,13,204,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
206,8,6,"col",2,2,2,2,13,13,205,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
207,8,6,"col",2,2,2,2,13,13,206,6,8,8,8,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
208,8,6,"col",2,2,2,2,13,13,207,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
209,8,6,"col",2,2,2,2,13,13,208,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
210,8,6,"col",2,2,2,2,13,13,209,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
211,8,6,"col",2,2,2,2,13,13,210,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
212,8,6,"col",2,2,2,2,13,13,211,6,8,8,8,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
213,8,6,"col",2,2,2,2,13,13,212,6,8,7,7,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
214,8,6,"col",2,2,2,2,13,13,213,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
215,8,6,"col",2,2,2,2,9,13,214,6,8,7,7,1,2,2,9,13,2,1,2,2,2,13,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
216,8,6,"col",2,2,2,2,13,13,215,6,8,8,8,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
217,8,6,"col",2,2,2,2,13,13,216,6,8,8,8,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
218,8,6,"col",2,2,2,2,13,13,217,6,8,8,8,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
219,8,6,"col",2,2,2,2,13,13,218,6,8,7,7,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
220,8,6,"col",2,2,2,2,13,13,219,6,8,7,7,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
221,8,6,"col",2,2,2,2,13,13,220,6,8,7,7,4,5,5,14,13,5,1,5,5,5,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
222,8,6,"col",2,2,2,2,14,14,221,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
223,8,6,"col",2,2,2,2,14,14,222,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
224,8,6,"col",2,2,2,2,14,14,223,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
225,8,6,"col",2,2,2,2,14,14,224,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
226,8,6,"col",2,2,2,2,14,14,225,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
227,8,6,"col",2,2,2,2,14,14,226,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
228,8,6,"col",2,2,2,2,14,11,227,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
229,8,6,"col",2,2,2,2,14,11,228,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
230,8,6,"col",2,2,2,2,14,11,229,6,8,7,7,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
231,8,6,"col",2,2,2,2,14,14,230,6,8,7,7,2,1,1,12,13,1,4,1,1,1,13,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
232,8,6,"col",2,2,2,2,14,14,231,6,8,7,7,2,1,1,12,13,1,4,1,1,1,13,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
233,8,6,"col",2,2,2,2,14,14,232,6,8,7,7,2,1,1,12,13,1,4,1,1,1,13,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
234,8,6,"col",2,2,2,2,14,11,233,6,8,6,6,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
235,8,6,"col",2,2,2,2,11,11,234,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
236,8,6,"col",2,2,2,2,11,11,235,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
237,8,6,"col",2,2,2,2,11,11,236,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
238,8,6,"col",2,2,2,2,11,14,237,6,8,6,6,5,4,4,11,13,4,3,4,4,4,13,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
239,8,6,"col",2,2,2,2,11,11,238,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
240,8,6,"col",2,2,2,2,11,11,239,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
241,8,6,"col",2,2,2,2,11,14,240,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
242,8,6,"col",2,2,2,2,14,11,241,6,8,6,6,2,1,1,12,14,1,3,1,1,1,14,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
243,8,6,"col",2,2,2,2,11,11,242,6,8,6,6,5,4,4,11,14,4,3,4,4,4,14,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
244,8,6,"col",2,2,2,2,12,14,243,6,8,9,9,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
245,8,6,"col",2,2,2,2,11,14,244,6,8,9,9,5,4,4,11,16,4,3,4,4,4,16,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
246,8,6,"col",2,2,2,2,12,11,245,6,8,9,9,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
247,8,6,"col",2,2,2,2,12,11,246,6,8,9,9,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
248,8,6,"col",2,2,2,2,12,11,247,6,8,9,9,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
249,8,6,"col",2,2,2,2,12,12,248,6,8,8,8,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
250,8,6,"col",2,2,2,2,12,12,249,6,8,9,9,3,3,3,13,16,3,2,3,3,3,16,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.176
251,8,6,"col",2,2,2,2,14,12,250,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
252,8,6,"col",2,2,2,2,14,12,251,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
253,8,6,"col",2,2,2,2,14,12,252,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
254,8,6,"col",2,2,2,2,14,12,253,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
255,8,6,"col",2,2,2,2,14,12,254,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
256,8,6,"col",2,2,2,2,14,12,255,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
257,8,6,"col",2,2,2,2,14,12,256,6,8,8,8,2,1,1,12,15,1,4,1,1,1,15,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
258,8,6,"col",2,2,2,2,13,12,257,6,8,8,8,4,5,5,14,15,5,4,5,5,5,15,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.486
259,8,6,"col",2,2,2,2,13,13,258,6,8,7,7,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
260,8,6,"col",2,2,2,2,14,13,259,6,8,7,7,2,1,1,12,15,1,1,1,1,1,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
261,8,6,"col",2,2,2,2,9,12,260,6,8,7,7,1,2,2,9,13,2,5,2,2,2,13,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
262,8,6,"col",2,2,2,2,13,12,261,6,8,7,7,4,5,5,14,15,5,1,5,5,5,15,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
263,8,6,"col",2,2,2,2,9,12,262,6,8,7,7,1,2,2,9,13,2,1,2,2,2,13,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
264,8,6,"col",2,2,2,2,9,12,263,6,8,7,7,1,2,2,9,13,2,5,2,2,2,13,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
265,8,6,"col",2,2,2,2,9,12,264,6,8,7,7,1,2,2,9,13,2,5,2,2,2,13,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
266,8,6,"col",2,2,2,2,9,12,265,6,8,7,7,1,2,2,9,13,2,5,2,2,2,13,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
267,8,6,"col",2,2,2,2,9,12,266,6,8,7,7,1,2,2,9,13,2,5,2,2,2,13,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
268,8,6,"col",2,2,2,2,13,13,267,6,8,7,7,4,5,5,14,13,5,5,5,5,5,13,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
269,8,6,"col",2,2,2,2,13,13,268,6,8,7,7,4,5,5,14,13,5,5,5,5,5,13,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2
270,9,6,"col",2,2,2,2,14,14,269,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
271,9,6,"col",2,2,2,2,14,14,270,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
272,9,6,"col",2,2,2,2,14,14,271,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
273,9,6,"col",2,2,2,2,14,14,272,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
274,9,6,"col",2,2,2,2,14,14,273,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
275,9,6,"col",2,2,2,2,14,14,274,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
276,9,6,"col",2,2,2,2,14,14,275,6,9,1,1,2,1,1,12,14,1,4,1,1,1,14,1,4,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,0,4,0.333
277,10,6,"col",2,2,2,2,10,10,276,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
278,10,6,"col",2,2,2,2,10,10,277,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
279,10,6,"col",2,2,2,2,10,10,278,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
280,10,6,"col",2,2,2,2,10,15,279,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
281,10,6,"col",2,2,2,2,10,10,280,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
282,10,6,"col",2,2,2,2,10,10,281,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
283,10,6,"col",2,2,2,2,10,10,282,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
284,10,6,"col",2,2,2,2,10,15,283,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
