"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
36,3,17,11,18,1511,2,2,1,0,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
37,3,17,11,18,1529,2,2,1,0,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
38,3,17,11,18,2388,2,2,0,1,1,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
39,3,17,11,18,1405,2,2,1,0,0,1,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
40,3,17,11,18,1125,2,2,1,0,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
41,3,17,11,18,1191,2,2,0,1,1,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
42,3,17,11,18,418,2,2,0,1,0,0,1,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
43,3,17,11,18,890,2,2,0,1,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,18,0.518,2,0.518,0.468,0.533,0.208,0.182,0.636,0.182,18,0.487,2,0.487
44,4,17,10,16,1941,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
45,4,17,10,16,4241,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
46,4,17,10,16,1610,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
47,4,17,10,16,2335,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
48,4,17,10,16,3034,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
49,4,17,10,16,2150,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
50,4,17,10,16,1525,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
51,4,17,10,16,602,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
52,4,17,10,16,1470,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
53,4,17,10,16,347,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
54,4,17,10,16,1914,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
55,4,17,10,16,3958,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
56,4,17,10,16,1766,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
57,4,17,10,16,1892,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
58,4,17,10,16,1647,3,3,1,0,0,1,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
59,4,17,10,16,3617,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
60,4,17,10,16,850,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
61,4,17,10,16,2548,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
62,4,17,10,16,2953,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
63,4,17,10,16,1148,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
64,4,17,10,16,1257,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
65,4,17,10,16,2238,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
66,4,17,10,16,2403,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
67,4,17,10,16,2348,3,3,0,1,1,0,0,1,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
68,4,17,10,16,2619,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
69,4,17,10,16,1442,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
70,4,17,10,16,2110,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
71,4,17,10,16,1526,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
72,4,17,10,16,2366,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
73,4,17,10,16,3355,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
74,4,17,10,16,2351,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
75,4,17,10,16,2277,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
76,4,17,10,16,1573,3,3,0,1,1,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
77,4,17,10,16,2552,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
78,4,17,10,16,273,3,3,0,1,0,0,1,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
79,4,17,10,16,1104,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
80,4,17,10,16,1960,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
81,4,17,10,16,396,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
82,4,17,10,16,475,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
83,4,17,10,16,1206,3,3,0,1,1,0,1,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
84,4,17,10,16,1751,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
85,4,17,10,16,830,3,3,0,1,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.574,3,0.574,0.442,0.557,0.192,0.25,0.5,0.25,16,0.568,3,0.568
86,5,17,9,8,1071,4,1,1,0,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
87,5,17,9,8,1419,4,1,0,1,1,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
88,5,17,9,8,701,4,1,0,1,0,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
89,5,17,9,8,1407,4,1,0,1,0,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
90,5,17,9,8,556,4,1,0,1,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
91,5,17,9,8,343,4,1,0,1,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
92,5,17,9,8,944,4,1,0,1,0,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
93,5,17,9,8,1199,4,1,0,1,0,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
94,5,17,9,8,1019,4,1,0,1,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
95,5,17,9,8,504,4,1,0,1,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
96,5,17,9,8,319,4,1,0,1,0,0,0,0,142275,1777227,0,0.858571233952759,1.04095765243367,5,0.477,4,0.157,0.39,0.611,0.208,0.053,0.947,0,5,0.472,4,0.24
97,6,17,4,14,5717,12,11,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
98,6,17,4,14,1317,12,11,1,0,0,0,0,1,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
99,6,17,4,14,2723,12,11,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
100,6,17,4,14,3696,12,11,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
101,6,17,4,14,1339,12,11,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
102,6,17,4,14,4678,12,11,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
103,6,17,7,14,1653,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
104,6,17,7,14,1302,11,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,17,0.618,12,0.599,0.896,0.104,0.042,0,0,1,17,0.589,12,0.482
105,6,17,7,14,881,11,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,17,0.618,12,0.599,0.896,0.104,0.042,0,0,1,17,0.589,12,0.482
106,6,17,7,14,1491,11,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,17,0.618,12,0.599,0.896,0.104,0.042,0,0,1,17,0.589,12,0.482
107,6,17,7,14,1321,12,12,1,0,0,0,0,1,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
108,6,17,7,14,2192,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
109,6,17,7,14,4868,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
110,6,17,7,14,2173,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
111,6,17,7,14,2780,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
112,6,17,7,14,1993,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
113,6,17,7,14,4995,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
114,6,17,7,14,3772,12,12,0,1,1,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
115,6,17,7,14,1380,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
116,6,17,7,14,1727,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
117,6,17,7,14,1196,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
118,6,17,7,14,1742,11,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,17,0.618,12,0.599,0.896,0.104,0.042,0,0,1,17,0.589,12,0.482
119,6,17,7,14,1469,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
120,6,17,7,14,1539,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
121,6,17,7,14,1519,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
122,6,17,7,14,924,12,12,1,0,0,0,0,1,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
123,6,17,7,14,2080,12,12,1,0,0,0,0,1,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
124,6,17,7,14,1291,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
125,6,17,7,14,3416,11,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,17,0.618,12,0.599,0.896,0.104,0.042,0,0,1,17,0.589,12,0.482
126,6,17,7,14,2600,12,12,1,0,0,0,0,1,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
127,6,17,7,14,1572,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
128,6,17,7,14,1530,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
129,6,17,7,14,1540,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
130,6,17,7,14,4266,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
131,6,17,7,14,2008,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
132,6,17,7,14,1285,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
133,6,17,7,14,360,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
134,6,17,7,14,2083,12,12,1,0,0,0,0,0,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
135,6,17,7,14,5631,12,12,1,0,0,0,0,1,151267,1777227,0,0.959727379355482,0.979078384578262,14,0.599,12,0.599,0.896,0.104,0.042,0,0,1,14,0.482,12,0.482
136,6,17,7,15,1380,12,12,1,0,0,0,0,0,151267,1777227,0,1.38439194241914,0.979078384578262,14,0.599,12,0.328,0.872,0.128,0.043,0,0.375,0.625,14,0.482,12,0.453
